CoT_Type_Technical;MIL2525C;APP6B
a-u-a-m-f-q-y;SUA-MFQY--;SUA-MFQY--
a-u-a-m-f-r;SUA-MFR---;SUA-MFR---
a-u-a-m-f-r-w;SUA-MFRW--;SUA-MFRW--
a-u-a-m-f-r-x;SUA-MFRX--;SUA-MFRX--
a-u-a-m-f-r-z;SUA-MFRZ--;SUA-MFRZ--
a-u-a-m-f-s;SUA-MFS---;SUA-MFS---
a-u-a-m-f-t;SUA-MFT---;SUA-MFT---
a-u-a-m-f-u;SUA-MFU---;SUA-MFU---
a-u-a-m-f-u-h;SUA-MFUH--;SUA-MFUH--
a-u-a-m-f-u-l;SUA-MFUL--;SUA-MFUL--
a-u-a-m-f-u-m;SUA-MFUM--;SUA-MFUM--
a-u-a-m-f-y;SUA-MFY---;SUA-MFY---
a-u-a-m-h;SUA-MH----;SUA-MH----
a-u-a-m-h-a;SUA-MHA---;SUA-MHA---
a-u-a-m-h-c;SUA-MHC---;SUA-MHC---
a-u-a-m-h-c-h;SUA-MHCH--;SUA-MHCH--
a-u-a-m-h-c-l;SUA-MHCL--;SUA-MHCL--
a-u-a-m-h-c-m;SUA-MHCM--;SUA-MHCM--
a-u-a-m-h-d;SUA-MHD---;SUA-MHD---
a-u-a-m-h-h;SUA-MHH---;SUA-MHH---
a-u-a-m-h-i;SUA-MHI---;SUA-MHI---
a-u-a-m-h-j;SUA-MHJ---;SUA-MHJ---
a-u-a-m-h-k;SUA-MHK---;SUA-MHK---
a-u-a-m-h-m;SUA-MHM---;SUA-MHM---
a-u-a-m-h-o;SUA-MHO---;SUA-MHO---
a-u-a-m-h-q;SUA-MHQ---;SUA-MHQ---
a-u-a-m-h-r;SUA-MHR---;SUA-MHR---
a-u-a-m-h-s;SUA-MHS---;SUA-MHS---
a-u-a-m-h-t;SUA-MHT---;SUA-MHT---
a-u-a-m-h-u;SUA-MHU---;SUA-MHU---
a-u-a-m-h-u-h;SUA-MHUH--;SUA-MHUH--
a-u-a-m-h-u-l;SUA-MHUL--;SUA-MHUL--
a-u-a-m-h-u-m;SUA-MHUM--;SUA-MHUM--
a-u-a-m-l;SUA-ML----;SUA-ML----
a-u-a-w;SUA-W-----;SUA-W-----
a-u-a-w-b;SUA-WB----;SUA-WB----
a-u-a-w-d;SUA-WD----;SUA-WD----
a-u-a-w-m;SUA-WM----;SUA-WM----
a-u-a-w-m-a;SUA-WMA---;SUA-WMA---
a-u-a-w-m-a-a;SUA-WMAA--;SUA-WMAA--
a-u-a-w-m-a-p;SUA-WMAP--;SUA-WMAP--
a-u-a-w-m-a-s;SUA-WMAS--;SUA-WMAS--
a-u-a-w-m-b;SUA-WMB---;SUA-WM----
a-u-a-w-m-c-m;SUA-WMCM--;SUA-WM----
a-u-a-w-m-s;SUA-WMS---;SUA-WMS---
a-u-a-w-m-s-a;SUA-WMSA--;SUA-WMSA--
a-u-a-w-m-s-b;SUA-WMSB--;SUA-WMSB--
a-u-a-w-m-s-s;SUA-WMSS--;SUA-WMSS--
a-u-a-w-m-s-u;SUA-WMSU--;SUA-WMSU--
a-u-a-w-m-u;SUA-WMU---;SUA-WMU---
a-u-f;SUF-------;SUF-------
a-u-f-a;SUF-A-----;SUF-------
a-u-f-a-f;SUF-AF----;SUF-AF----
a-u-f-a-f-a;SUF-AFA---;SUF-AFA---
a-u-f-a-f-k;SUF-AFK---;SUF-AFK---
a-u-f-a-f-u;SUF-AFU---;SUF-AFU---
a-u-f-a-f-u-h;SUF-AFUH--;SUF-AFUH--
a-u-f-a-f-u-l;SUF-AFUL--;SUF-AFUL--
a-u-f-a-f-u-m;SUF-AFUM--;SUF-AFUM--
a-u-f-a-h;SUF-AH----;SUF-AH----
a-u-f-a-h-a;SUF-AHA---;SUF-AHA---
a-u-f-a-h-h;SUF-AHH---;SUF-AHH---
a-u-f-a-h-u;SUF-AHU---;SUF-AHU---
a-u-f-a-h-u-h;SUF-AHUH--;SUF-AHUH--
a-u-f-a-h-u-l;SUF-AHUL--;SUF-AHUL--
a-u-f-a-h-u-m;SUF-AHUM--;SUF-AHUM--
a-u-f-a-v;SUF-AV----;SUF-AV----
a-u-f-b;SUF-B-----;SUF-------
a-u-f-g;SUF-G-----;SUF-G-----
a-u-f-g-c;SUF-GC----;SUF-GCA---
a-u-f-g-p;SUF-GP----;SUF-GB----
a-u-f-g-p-a;SUF-GPA---;SUF-AF----
a-u-f-g-r;SUF-GR----;SUF-G-----
a-u-f-g-s;SUF-GS----;SUF-GS----
a-u-f-n;SUF-N-----;SUF-SN----
a-u-f-n-b;SUF-NB----;SUF-SNB---
a-u-f-n-n;SUF-NN----;SUF-SNN---
a-u-f-n-s;SUF-NS----;SUF-SNS---
a-u-f-n-u;SUF-NU----;SUF-SNU---
a-u-g;SUG-------;SUG-------
a-u-g-e;SUG-E-----;SUG-E-----
a-u-g-e-s;SUG-ES----;SUG-ES----
a-u-g-e-s-e;SUG-ESE---;SUG-ESE---
a-u-g-e-s-r;SUG-ESR---;SUG-ESR---
a-u-g-e-v;SUG-EV----;SUG-EV----
a-u-g-e-v-a;SUG-EVA---;SUG-EVA---
a-u-g-e-v-a-a;SUG-EVAA--;SUG-EVAA--
a-u-g-e-v-a-a-r;SUG-EVAAR-;SUG-EVAAR-
a-u-g-e-v-a-c;SUG-EVAC--;SUG-EVAC--
a-u-g-e-v-a-i;SUG-EVAI--;SUG-EVAI--
a-u-g-e-v-a-l;SUG-EVAL--;SUG-EVAL--
a-u-g-e-v-a-s;SUG-EVAS--;SUG-EVAS--
a-u-g-e-v-a-t;SUG-EVAT--;SUG-EVAT--
a-u-g-e-v-a-t-h;SUG-EVATH-;SUG-EVATH-
a-u-g-e-v-a-t-h-r;SUG-EVATHR;SUG-EVATY-
a-u-g-e-v-a-t-l;SUG-EVATL-;SUG-EVATL-
a-u-g-e-v-a-t-l-r;SUG-EVATLR;SUG-EVATW-
a-u-g-e-v-a-t-m;SUG-EVATM-;SUG-EVATM-
a-u-g-e-v-a-t-m-r;SUG-EVATMR;SUG-EVATX-
a-u-g-e-v-c;SUG-EVC---;SUG-EVC---
a-u-g-e-v-c-a;SUG-EVCA--;SU-EVC---
a-u-g-e-v-c-a-h;SUG-EVCAH-;SU-EVC---
a-u-g-e-v-c-a-l;SUG-EVCAL-;SU-EVC---
a-u-g-e-v-c-a-m;SUG-EVCAM-;SU-EVC---
a-u-g-e-v-c-f;SUG-EVCF--;SU-EVC---
a-u-g-e-v-c-f-h;SUG-EVCFH-;SU-EVC---
a-u-g-e-v-c-f-l;SUG-EVCFL-;SU-EVC---
a-u-g-e-v-c-f-m;SUG-EVCFM-;SU-EVC---
a-u-g-e-v-c-j;SUG-EVCJ--;SU-EVC---
a-u-g-e-v-c-j-h;SUG-EVCJH-;SU-EVC---
a-u-g-e-v-c-j-l;SUG-EVCJL-;SU-EVC---
a-u-g-e-v-c-j-m;SUG-EVCJM-;SU-EVC---
a-u-g-e-v-c-m;SUG-EVCM--;SU-EVC---
a-u-g-e-v-c-m-h;SUG-EVCMH-;SU-EVC---
a-u-g-e-v-c-m-l;SUG-EVCML-;SU-EVC---
a-u-g-e-v-c-m-m;SUG-EVCMM-;SU-EVC---
a-u-g-e-v-c-o;SUG-EVCO--;SU-EVC---
a-u-g-e-v-c-o-h;SUG-EVCOH-;SU-EVC---
a-u-g-e-v-c-o-l;SUG-EVCOL-;SU-EVC---
a-u-g-e-v-c-o-m;SUG-EVCOM-;SU-EVC---
a-u-g-e-v-c-t;SUG-EVCT--;SU-EVC---
a-u-g-e-v-c-t-h;SUG-EVCTH-;SU-EVC---
a-u-g-e-v-c-t-l;SUG-EVCTL-;SU-EVC---
a-u-g-e-v-c-t-m;SUG-EVCTM-;SU-EVC---
a-u-g-e-v-c-u;SUG-EVCU--;SU-EVC---
a-u-g-e-v-c-u-h;SUG-EVCUH-;SU-EVC---
a-u-g-e-v-c-u-l;SUG-EVCUL-;SU-EVC---
a-u-g-e-v-c-u-m;SUG-EVCUM-;SU-EVC---
a-u-g-e-v-e;SUG-EVE---;SUG-EVE---
a-u-g-e-v-e-a;SUG-EVEA--;SUG-EVE---
a-u-g-e-v-e-a-a;SUG-EVEAA-;SUG-EVE---
a-u-g-e-v-e-a-t;SUG-EVEAT-;SUG-EVE---
a-u-g-e-v-e-b;SUG-EVEB--;SUG-EVEB--
a-u-g-e-v-e-c;SUG-EVEC--;SUG-EVEC--
a-u-g-e-v-e-d;SUG-EVED--;SUG-EVED--
a-u-g-e-v-e-d-a;SUG-EVEDA-;SUG-EVED--
a-u-g-e-v-e-e;SUG-EVEE--;SUG-EVEE--
a-u-g-e-v-e-f;SUG-EVEF--;SUG-EVE---
a-u-g-e-v-e-h;SUG-EVEH--;SUG-EVE---
a-u-g-e-v-e-m;SUG-EVEM--;SUG-EVEM--
a-u-g-e-v-e-m-l;SUG-EVEML-;SUG-EVEM--
a-u-g-e-v-e-m-v;SUG-EVEMV-;SUG-EVEMV-
a-u-g-e-v-e-r;SUG-EVER--;SUG-EVE---
a-u-g-e-v-e-s;SUG-EVES--;SUG-EVE---
a-u-g-e-v-m;SUG-EVM---;SUG-EV----
a-u-g-e-v-s;SUG-EVS---;SUG-EV----
a-u-g-e-v-s-c;SUG-EVSC--;SUG-EV----
a-u-g-e-v-s-p;SUG-EVSP--;SUG-EV----
a-u-g-e-v-s-r;SUG-EVSR--;SUG-EV----
a-u-g-e-v-s-t;SUG-EVST--;SUG-EV----
a-u-g-e-v-s-w;SUG-EVSW--;SUG-EV----
a-u-g-e-v-t;SUG-EVT---;SUG-EVST--
a-u-g-e-v-u;SUG-EVU---;SUG-EVU---
a-u-g-e-v-u-a;SUG-EVUA--;SUG-EVU---
a-u-g-e-v-u-a-a;SUG-EVUAA-;SUG-EVAA--
a-u-g-e-v-u-b;SUG-EVUB--;SUG-EVUB--
a-u-g-e-v-u-l;SUG-EVUL--;SUG-EVUL--
a-u-g-e-v-u-r;SUG-EVUR--;SUG-EVUR--
a-u-g-e-v-u-s;SUG-EVUS--;SUG-EVUS--
a-u-g-e-v-u-s-h;SUG-EVUSH-;SUG-EVUS--
a-u-g-e-v-u-s-l;SUG-EVUSL-;SUG-EVUS--
a-u-g-e-v-u-s-m;SUG-EVUSM-;SUG-EVUS--
a-u-g-e-v-u-t;SUG-EVUT--;SUG-EVU---
a-u-g-e-v-u-t-h;SUG-EVUTH-;SUG-EVU---
a-u-g-e-v-u-t-l;SUG-EVUTL-;SUG-EVU---
a-u-g-e-v-u-x;SUG-EVUX--;SUG-EVUX--
a-u-g-e-w;SUG-EW----;SUG-EW----
a-u-g-e-w-a;SUG-EWA---;SUG-EWA---
a-u-g-e-w-a-h;SUG-EWAH--;SUG-EWAH--
a-u-g-e-w-a-l;SUG-EWAL--;SUG-EWAL--
a-u-g-e-w-a-m;SUG-EWAM--;SUG-EWAM--
a-u-g-e-w-d;SUG-EWD---;SUG-EWD---
a-u-g-e-w-d-h;SUG-EWDH--;SUG-EWDH--
a-u-g-e-w-d-h-s;SUG-EWDHS-;SUG-EWDHS-
a-u-g-e-w-d-l;SUG-EWDL--;SUG-EWDL--
a-u-g-e-w-d-l-s;SUG-EWDLS-;SUG-EWDLS-
a-u-g-e-w-d-m;SUG-EWDM--;SUG-EWDM--
a-u-g-e-w-d-m-s;SUG-EWDMS-;SUG-EWDMS-
a-u-g-e-w-g;SUG-EWG---;SUG-EWG---
a-u-g-e-w-g-h;SUG-EWGH--;SUG-EWGH--
a-u-g-e-w-g-l;SUG-EWGL--;SUG-EWGL--
a-u-g-e-w-g-m;SUG-EWGM--;SUG-EWGM--
a-u-g-e-w-g-r;SUG-EWGR--;SUG-EWGR--
a-u-g-e-w-h;SUG-EWH---;SUG-EWH---
a-u-g-e-w-h-h;SUG-EWHH--;SUG-EWHH--
a-u-g-e-w-h-h-s;SUG-EWHHS-;SUG-EWHHS-
a-u-g-e-w-h-l;SUG-EWHL--;SUG-EWHL--
a-u-g-e-w-h-l-s;SUG-EWHLS-;SUG-EWHLS-
a-u-g-e-w-h-m;SUG-EWHM--;SUG-EWHM--
a-u-g-e-w-h-m-s;SUG-EWHMS-;SUG-EWHMS-
a-u-g-e-w-m;SUG-EWM---;SUG-EWM---
a-u-g-e-w-m-a;SUG-EWMA--;SUG-EWMA--
a-u-g-e-w-m-a-i;SUG-EWMAI-;SUG-EWMAI-
a-u-g-e-w-m-a-i-e;SUG-EWMAIE;SUG-EWMAI-
a-u-g-e-w-m-a-i-r;SUG-EWMAIR;SUG-EWMAI-
a-u-g-e-w-m-a-l;SUG-EWMAL-;SUG-EWMAL-
a-u-g-e-w-m-a-l-e;SUG-EWMALE;SUG-EWMAL-
a-u-g-e-w-m-a-l-r;SUG-EWMALR;SUG-EWMAL-
a-u-g-e-w-m-a-s;SUG-EWMAS-;SUG-EWMAS-
a-u-g-e-w-m-a-s-e;SUG-EWMASE;SUG-EWMAS-
a-u-g-e-w-m-a-s-r;SUG-EWMASR;SUG-EWMAS-
a-u-g-e-w-m-a-t;SUG-EWMAT-;SUG-EWMAT-
a-u-g-e-w-m-a-t-e;SUG-EWMATE;SUG-EWMAT-
a-u-g-e-w-m-a-t-r;SUG-EWMATR;SUG-EWMAT-
a-u-g-e-w-m-s;SUG-EWMS--;SUG-EWMS--
a-u-g-e-w-m-s-i;SUG-EWMSI-;SUG-EWMSI-
a-u-g-e-w-m-s-l;SUG-EWMSL-;SUG-EWMSL-
a-u-g-e-w-m-s-s;SUG-EWMSS-;SUG-EWMSS-
a-u-g-e-w-m-t;SUG-EWMT--;SUG-EWMT--
a-u-g-e-w-m-t-h;SUG-EWMTH-;SUG-EWMTH-
a-u-g-e-w-m-t-l;SUG-EWMTL-;SUG-EWMTL-
a-u-g-e-w-m-t-m;SUG-EWMTM-;SUG-EWMTM-
a-u-g-e-w-o;SUG-EWO---;SUG-EWO---
a-u-g-e-w-o-h;SUG-EWOH--;SUG-EWOH--
a-u-g-e-w-o-l;SUG-EWOL--;SUG-EWOL--
a-u-g-e-w-o-m;SUG-EWOM--;SUG-EWOM--
a-u-g-e-w-r;SUG-EWR---;SUG-EWR---
a-u-g-e-w-r-h;SUG-EWRH--;SUG-EWRH--
a-u-g-e-w-r-l;SUG-EWRL--;SUG-EWRL--
a-u-g-e-w-r-r;SUG-EWRR--;SUG-EWRR--
a-u-g-e-w-s;SUG-EWS---;SUG-EWS---
a-u-g-e-w-s-h;SUG-EWSH--;SUG-EWSH--
a-u-g-e-w-s-l;SUG-EWSL--;SUG-EWSL--
a-u-g-e-w-s-m;SUG-EWSM--;SUG-EWSM--
a-u-g-e-w-t;SUG-EWT---;SUG-EWT---
a-u-g-e-w-t-h;SUG-EWTH--;SUG-EWTH--
a-u-g-e-w-t-l;SUG-EWTL--;SUG-EWTL--
a-u-g-e-w-t-m;SUG-EWTM--;SUG-EWTM--
a-u-g-e-w-x;SUG-EWX---;SUG-EWX---
a-u-g-e-w-x-h;SUG-EWXH--;SUG-EWXH--
a-u-g-e-w-x-l;SUG-EWXL--;SUG-EWXL--
a-u-g-e-w-x-m;SUG-EWXM--;SUG-EWXM--
a-u-g-e-w-z;SUG-EWZ---;SUG-EWZ---
a-u-g-e-w-z-h;SUG-EWZH--;SUG-EWZH--
a-u-g-e-w-z-l;SUG-EWZL--;SUG-EWZL--
a-u-g-e-w-z-m;SUG-EWZM--;SUG-EWZM--
a-u-g-e-x;SUG-EX----;SUG-EX----
a-u-g-e-x-f;SUG-EXF---;SUG-EXF---
a-u-g-e-x-i;SUG-EXI---;SUG-EXM---
a-u-g-e-x-l;SUG-EXL---;SUG-EXL---
a-u-g-e-x-m;SUG-EXM---;SUG-EXM---
a-u-g-e-x-m-c;SUG-EXMC--;SUG-EXMC--
a-u-g-e-x-m-l;SUG-EXML--;SUG-EXML--
a-u-g-e-x-n;SUG-EXN---;SUG-EXN---
a-u-g-i-h;SUG-IH----;SUG-I-----
a-u-g-i-b-h;SUG-IBH---;SUG-IB----
a-u-g-i-b-a-h;SUG-IBAH--;SUG-IB----
a-u-g-i-b-n-h;SUG-IBNH--;SUG-IB----
a-u-g-i-e-h;SUG-IEH---;SUG-IE----
a-u-g-i-g-h;SUG-IGH---;SUG-IG----
a-u-g-i-m-h;SUG-IMH---;SUG-IM----
a-u-g-i-m-a-h;SUG-IMAH--;SUG-IMA---
a-u-g-i-m-c-h;SUG-IMCH--;SUG-IMC---
a-u-g-i-m-e-h;SUG-IMEH--;SUG-IME---
a-u-g-i-m-f-h;SUG-IMFH--;SUG-IMF---
a-u-g-i-m-f-a-h;SUG-IMFAH-;SUG-IMF---
a-u-g-i-m-f-p-h;SUG-IMFPH-;SUG-IMF---
a-u-g-i-m-f-p-w-h;SUG-IMFPWH;SUG-IMF---
a-u-g-i-m-f-s-h;SUG-IMFSH-;SUG-IMF---
a-u-g-i-m-g-h;SUG-IMGH--;SUG-IMG---
a-u-g-i-m-m-h;SUG-IMMH--;SUG-IMM---
a-u-g-i-m-n-h;SUG-IMNH--;SUG-IMN---
a-u-g-i-m-n-b-h;SUG-IMNBH-;SUG-IMNB---
a-u-g-i-m-s-h;SUG-IMSH--;SUG-IMS---
a-u-g-i-m-v-h;SUG-IMVH--;SUG-IMV---
a-u-g-i-p-h;SUG-IPH---;SUG-IP----
a-u-g-i-p-d-h;SUG-IPDH--;SUG-IPD---
a-u-g-i-r-h;SUG-IRH---;SUG-IR----
a-u-g-i-r-m-h;SUG-IRMH--;SUG-IRM---
a-u-g-i-r-n-h;SUG-IRNH--;SUG-IRN---
a-u-g-i-r-n-b-h;SUG-IRNBH-;SUG-IRNB--
a-u-g-i-r-n-c-h;SUG-IRNCH-;SUG-IRNC--
a-u-g-i-r-n-n-h;SUG-IRNNH-;SUG-IRNN--
a-u-g-i-r-p-h;SUG-IRPH--;SUG-IRP---
a-u-g-i-t-h;SUG-ITH---;SUG-IT--
a-u-g-i-u-h;SUG-IUH---;SUG-IU--
a-u-g-i-u-e-h;SUG-IUEH--;SUG-IUE--
a-u-g-i-u-e-d-h;SUG-IUEDH-;SUG-IUE--
a-u-g-i-u-e-f-h;SUG-IUEFH-;SUG-IUE--
a-u-g-i-u-e-n-h;SUG-IUENH-;SUG-IUE--
a-u-g-i-u-p-h;SUG-IUPH--;SUG-IUP---
a-u-g-i-u-r-h;SUG-IURH--;SUG-IUR---
a-u-g-i-u-t-h;SUG-IUTH--;SUG-IUT---
a-u-g-i-x-h;SUG-IXH---;SUG-IXH---
a-u-g-i-x-h-h;SUG-IXHH--;SUG-IXH---
a-u-g-u;SUG-U-----;SUG-U-----
a-u-g-u-c;SUG-UC----;SUG-UC----
a-u-g-u-c-a;SUG-UCA---;SUG-UCA---
a-u-g-u-c-a-a;SUG-UCAA--;SUG-UCAA--
a-u-g-u-c-a-a-a;SUG-UCAAA-;SUG-UCAAA-
a-u-g-u-c-a-a-a-s;SUG-UCAAAS;SUG-UCAAAS
a-u-g-u-c-a-a-a-t;SUG-UCAAAT;SUG-UCAAAT
a-u-g-u-c-a-a-a-w;SUG-UCAAAW;SUG-UCAAAW
a-u-g-u-c-a-a-c;SUG-UCAAC-;SUG-UCAAC-
a-u-g-u-c-a-a-d;SUG-UCAAD-;SUG-UCAAD-
a-u-g-u-c-a-a-l;SUG-UCAAL-;SUG-UCAAL-
a-u-g-u-c-a-a-m;SUG-UCAAM-;SUG-UCAAM-
a-u-g-u-c-a-a-o;SUG-UCAAO-;SUG-UCAAO-
a-u-g-u-c-a-a-o-s;SUG-UCAAOS;SUG-UCAAOS
a-u-g-u-c-a-a-s;SUG-UCAAS-;SUG-UCAAS-
a-u-g-u-c-a-a-u;SUG-UCAAU-;SUG-UCAAU-
a-u-g-u-c-a-t;SUG-UCAT--;SUG-UCAT--
a-u-g-u-c-a-t-a;SUG-UCATA-;SUG-UCATA-
a-u-g-u-c-a-t-h;SUG-UCATH-;SUG-UCATH-
a-u-g-u-c-a-t-l;SUG-UCATL-;SUG-UCATL-
a-u-g-u-c-a-t-m;SUG-UCATM-;SUG-UCATM-
a-u-g-u-c-a-t-r;SUG-UCATR-;SUG-UCATR-
a-u-g-u-c-a-t-w;SUG-UCATW-;SUG-UCATW-
a-u-g-u-c-a-t-w-r;SUG-UCATWR;SUG-UCATWR
a-u-g-u-c-a-w;SUG-UCAW--;SUG-UCAW--
a-u-g-u-c-a-w-a;SUG-UCAWA-;SUG-UCAWA-
a-u-g-u-c-a-w-h;SUG-UCAWH-;SUG-UCAWH-
a-u-g-u-c-a-w-l;SUG-UCAWL-;SUG-UCAWL-
a-u-g-u-c-a-w-m;SUG-UCAWM-;SUG-UCAWM-
a-u-g-u-c-a-w-r;SUG-UCAWR-;SUG-UCAWR-
a-u-g-u-c-a-w-s;SUG-UCAWS-;SUG-UCAWS-
a-u-g-u-c-a-w-w;SUG-UCAWW-;SUG-UCAWW-
a-u-g-u-c-a-w-w-r;SUG-UCAWWR;SUG-UCAWWR
a-u-g-u-c-d;SUG-UCD---;SUG-UCD---
a-u-g-u-c-d-c;SUG-UCDC--;SUG-UCDC--
a-u-g-u-c-d-g;SUG-UCDG--;SUG-UCDG--
a-u-g-u-c-d-h;SUG-UCDH--;SUG-UCDH--
a-u-g-u-c-d-h-h;SUG-UCDHH-;SUG-UCDH--
a-u-g-u-c-d-h-p;SUG-UCDHP-;SUG-UCDH--
a-u-g-u-c-d-m;SUG-UCDM--;SUG-UCDM--
a-u-g-u-c-d-m-h;SUG-UCDMH-;SUG-UCDMH-
a-u-g-u-c-d-m-l;SUG-UCDML-;SUG-UCDML-
a-u-g-u-c-d-m-l-a;SUG-UCDMLA;SUG-UCDMLA
a-u-g-u-c-d-m-m;SUG-UCDMM-;SUG-UCDMM-
a-u-g-u-c-d-o;SUG-UCDO--;SUG-UCDO--
a-u-g-u-c-d-s;SUG-UCDS--;SUG-UCDS--
a-u-g-u-c-d-s-c;SUG-UCDSC-;SUG-UCDS--
a-u-g-u-c-d-s-s;SUG-UCDSS-;SUG-UCDS--
a-u-g-u-c-d-s-v;SUG-UCDSV-;SUG-UCDS--
a-u-g-u-c-d-t;SUG-UCDT--;SUG-UCDT--
a-u-g-u-c-e;SUG-UCE---;SUG-UCE---
a-u-g-u-c-e-c;SUG-UCEC--;SUG-UCEC--
a-u-g-u-c-e-c-a;SUG-UCECA-;SUG-UCECA-
a-u-g-u-c-e-c-c;SUG-UCECC-;SUG-UCECC-
a-u-g-u-c-e-c-h;SUG-UCECH-;SUG-UCECH-
a-u-g-u-c-e-c-l;SUG-UCECL-;SUG-UCECL-
a-u-g-u-c-e-c-m;SUG-UCECM-;SUG-UCECM-
a-u-g-u-c-e-c-o;SUG-UCECO-;SUG-UCECO-
a-u-g-u-c-e-c-r;SUG-UCECR-;SUG-UCECR-
a-u-g-u-c-e-c-s;SUG-UCECS-;SUG-UCECS-
a-u-g-u-c-e-c-t;SUG-UCECT-;SUG-UCECT-
a-u-g-u-c-e-c-w;SUG-UCECW-;SUG-UCECW-
a-u-g-u-c-e-n;SUG-UCEN--;SUG-UCEN--
a-u-g-u-c-e-n-n;SUG-UCENN-;SUG-UCENN-
a-u-g-u-c-f;SUG-UCF---;SUG-UCF---
a-u-g-u-c-f-h;SUG-UCFH--;SUG-UCFH--
a-u-g-u-c-f-h-a;SUG-UCFHA-;SUG-UCFHA-
a-u-g-u-c-f-h-c;SUG-UCFHC-;SUG-UCFHC-
a-u-g-u-c-f-h-e;SUG-UCFHE-;SUG-UCFHE-
a-u-g-u-c-f-h-h;SUG-UCFHH-;SUG-UCFHH-
a-u-g-u-c-f-h-l;SUG-UCFHL-;SUG-UCFHL-
a-u-g-u-c-f-h-m;SUG-UCFHM-;SUG-UCFHM-
a-u-g-u-c-f-h-o;SUG-UCFHO-;SUG-UCFHO-
a-u-g-u-c-f-h-s;SUG-UCFHS-;SUG-UCFHS-
a-u-g-u-c-f-h-x;SUG-UCFHX-;SUG-UCFHX-
a-u-g-u-c-f-m;SUG-UCFM--;SUG-UCFM--
a-u-g-u-c-f-m-l;SUG-UCFML-;SUG-UCFML-
a-u-g-u-c-f-m-s;SUG-UCFMS-;SUG-UCFMS-
a-u-g-u-c-f-m-t;SUG-UCFMT-;SUG-UCFMT-
a-u-g-u-c-f-m-t-a;SUG-UCFMTA;SUG-UCFMTA
a-u-g-u-c-f-m-t-c;SUG-UCFMTC;SUG-UCFMTC
a-u-g-u-c-f-m-t-o;SUG-UCFMTO;SUG-UCFMTO
a-u-g-u-c-f-m-t-s;SUG-UCFMTS;SUG-UCFMTS
a-u-g-u-c-f-m-w;SUG-UCFMW-;SUG-UCFMSW
a-u-g-u-c-f-o;SUG-UCFO--;SUG-UCFO--
a-u-g-u-c-f-o-a;SUG-UCFOA-;SUG-UCFOA-
a-u-g-u-c-f-o-l;SUG-UCFOL-;SUG-UCFOL-
a-u-g-u-c-f-o-o;SUG-UCFOO-;SUG-UCFOO-
a-u-g-u-c-f-o-s;SUG-UCFOS-;SUG-UCFOS-
a-u-g-u-c-f-r;SUG-UCFR--;SUG-UCFR--
a-u-g-u-c-f-r-m;SUG-UCFRM-;SUG-UCFRM-
a-u-g-u-c-f-r-m-r;SUG-UCFRMR;SUG-UCFRMR
a-u-g-u-c-f-r-m-s;SUG-UCFRMS;SUG-UCFRMS
a-u-g-u-c-f-r-m-t;SUG-UCFRMT;SUG-UCFRMT
a-u-g-u-c-f-r-s;SUG-UCFRS-;SUG-UCFRS-
a-u-g-u-c-f-r-s-r;SUG-UCFRSR;SUG-UCFRSR
a-u-g-u-c-f-r-s-s;SUG-UCFRSS;SUG-UCFRSS
a-u-g-u-c-f-r-s-t;SUG-UCFRST;SUG-UCFRST
a-u-g-u-c-f-s;SUG-UCFS--;SUG-UCFS--
a-u-g-u-c-f-s-a;SUG-UCFSA-;SUG-UCFSA-
a-u-g-u-c-f-s-l;SUG-UCFSL-;SUG-UCFSL-
a-u-g-u-c-f-s-o;SUG-UCFSO-;SUG-UCFSO-
a-u-g-u-c-f-s-s;SUG-UCFSS-;SUG-UCFSS-
a-u-g-u-c-f-t;SUG-UCFT--;SUG-UCFT--
a-u-g-u-c-f-t-a;SUG-UCFTA-;SUG-UCFTA-
a-u-g-u-c-f-t-c;SUG-UCFTC-;SUG-UCFTC-
a-u-g-u-c-f-t-c-d;SUG-UCFTCD;SUG-UCFTCD
a-u-g-u-c-f-t-c-m;SUG-UCFTCM;SUG-UCFTCM
a-u-g-u-c-f-t-f;SUG-UCFTF-;SUG-UCFTF-
a-u-g-u-c-f-t-r;SUG-UCFTR-;SUG-UCFTR-
a-u-g-u-c-f-t-s;SUG-UCFTS-;SUG-UCFTS-
a-u-g-u-c-i;SUG-UCI---;SUG-UCI---
a-u-g-u-c-i-a;SUG-UCIA--;SUG-UCIA--
a-u-g-u-c-i-c;SUG-UCIC--;SUG-UCIC--
a-u-g-u-c-i-i;SUG-UCII--;SUG-UCII--
a-u-g-u-c-i-l;SUG-UCIL--;SUG-UCIL--
a-u-g-u-c-i-m;SUG-UCIM--;SUG-UCIM--
a-u-g-u-c-i-n;SUG-UCIN--;SUG-UCIN--
a-u-g-u-c-i-o;SUG-UCIO--;SUG-UCIO--
a-u-g-u-c-i-s;SUG-UCIS--;SUG-UCIS--
a-u-g-u-c-i-z;SUG-UCIZ--;SUG-UCIZ--
a-u-g-u-c-m;SUG-UCM---;SUG-UCM---
a-u-g-u-c-m-s;SUG-UCMS--;SUG-UCMS--
a-u-g-u-c-m-t;SUG-UCMT--;SUG-UCMT--
a-u-g-u-c-r;SUG-UCR---;SUG-UCR---
a-u-g-u-c-r-a;SUG-UCRA--;SUG-UCRA--
a-u-g-u-c-r-c;SUG-UCRC--;SUG-UCRC--
a-u-g-u-c-r-h;SUG-UCRH--;SUG-UCRH--
